eventimage,eventtitle,placename,cityname,eventstartdate,eventDescripton
https://images.discotech.me/events/None/9f9ac311-87c1-4f8c-8b66-dc414ba1bde2.png?auto=format%2Ccompress,Weekdays at Circa Stadium Swim,Stadium Swim,Las Vegas,"Thursday, July 28, 2022 9:00 AM","Tickets
Tickets available online. Use promo code DISCO to save 10% on your tickets!
View Tickets"
